"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB0003938","(S)-Hydroxydecanoyl-CoA","HMDB0003938","16061159","28325","C05264",NA,"CCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@@H](C([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O","1"
"HMDB0003947","8Z,11Z,14Z-eicosatrienoyl-CoA","HMDB0003947","16061156",NA,"C03595",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@@H](C([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0003948","(2E)-Decenoyl-CoA","HMDB0003948","5280768","10723","C05275",NA,"CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0003952","cis,cis-3,6-Dodecadienoyl-CoA","HMDB0003952","5280771","28002","C05280",NA,"CCCCC/C=C\C/C=C\CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0003966","Selenomethionine","HMDB0003966","105024","30021","C05335","6993","C[Se]CC[C@H](N)C(O)=O","1"
"HMDB0003971","Beta-D-Fructose 6-phosphate","HMDB0003971","440641","16084","C05345",NA,"OC[C@@]1(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O","1"
"HMDB0003974","Oxalosuccinic acid","HMDB0003974","972","7815","C05379","6996","OC(=O)CC(C(O)=O)C(=O)C(O)=O","1"
"HMDB0003976","D-Glucuronic acid 1-phosphate","HMDB0003976","440650","35145","C05385",NA,"O[C@@H]1[C@@H](O)C(OP(O)(O)=O)O[C@@H]([C@H]1O)C(O)=O","1"
"HMDB0004011","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0004045","3-Sulfopyruvic acid","HMDB0004045","440717","16894","C05528",NA,"OC(=O)C(=O)CS(O)(=O)=O","1"
"HMDB0004058","5,6-Dihydroxyindole","HMDB0004058","114683","27404","C05578","7009","OC1=C(O)C=C2C=CNC2=C1","1"
"HMDB0004062","Gentisate aldehyde","HMDB0004062","70949","28508","C05585",NA,"OC1=CC(C=O)=C(O)C=C1","1"
"HMDB0004063","Metanephrine","HMDB0004063","21100","144365","C05588","65","CNCC(O)C1=CC(OC)=C(O)C=C1","1"
"HMDB0004067","Leucodopachrome","HMDB0004067","161255","60872","C05604",NA,"OC(=O)[C@@H]1CC2=CC(O)=C(O)C=C2N1","1"
"HMDB0004068","Melanin","HMDB0004068","6325610","89634","C05606","7011","CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O","1"
"HMDB0004073","5-Hydroxyindoleacetaldehyde","HMDB0004073","74688","50157","C05634",NA,"OC1=CC2=C(NC=C2CC=O)C=C1","1"
"HMDB0004080","Anandamide (20:4, n-6)","HMDB0004080","5281969","2700","C11695",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO","1"
"HMDB0004081","6-Hydroxymelatonin","HMDB0004081","1864","2198","C05643","7013","COC1=C(O)C=C2NC=C(CCNC(C)=O)C2=C1","1"
"HMDB0004196","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0004225","2-Oxoarginine","HMDB0004225","558","28116","C03771","7030","NC(N)=NCCCC(=O)C(O)=O","1"
"HMDB0004226","N4-Acetylaminobutanal","HMDB0004226","440850","7386","C05936",NA,"CC(=O)NCCCC=O","1"
"HMDB0004236","Prostaglandin B2","HMDB0004236","5288144","28099","C05954",NA,"CCCCC[C@H](/C=C/C1=C(C(=O)CC1)C/C=C\CCCC(=O)O)O","1"
"HMDB0004238","Delta-12-Prostaglandin J2","HMDB0004238","5280885","28130","C05958","7034","CCCCC[C@@H](C/C=C/1\[C@H](C=CC1=O)C/C=C\CCCC(=O)O)O","1"
"HMDB0004242","11-Dehydro-thromboxane B2","HMDB0004242","53477781","28667","C05964","7037","CCCCC[C@@H](/C=C/[C@@H]1[C@H]([C@H](CC(=O)O1)O)C/C=C/CCCC(=O)O)O","1"
"HMDB0004243","12(S)-HPETE","HMDB0004243","5280892","15626","C05965","7038","CCCCC/C=C\C[C@@H](/C=C/C=C\C/C=C\CCCC(=O)O)OO","1"
"HMDB0004258","Eicosanoyl-CoA","HMDB0004258","16061151","15527","C02041",NA,"CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@@H](C([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0004259","Acetyl-N-formyl-5-methoxykynurenamine","HMDB0004259","171161",NA,"C05642",NA,"COC1=CC(C(=O)CCNC(C)=O)=C(NC=O)C=C1","1"
"HMDB0004264","14,15-Epoxy-5,8,11-eicosatrienoic acid","HMDB0004264","5283205","34157","C14771",NA,"CCCCCC1C(O1)C/C=C\C/C=C\C/C=C\CCCC(=O)O","1"
"HMDB0004362","4-Hydroxynonenal","HMDB0004362","5283344","58968",NA,NA,"CCCCCC(/C=C/C=O)O","1"
"HMDB0004385","Lipoxin A4","HMDB0004385","9841438","6498","C06314","7058","CCCCC[C@@H](/C=C/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)O)O","1"
"HMDB0004483","Estrone glucuronide","HMDB0004483","115255","28919","C11133","7063","C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O","1"
"HMDB0004484","Etiocholanolone glucuronide","HMDB0004484","443078","37451","C11136","7064","C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O","1"
"HMDB0004666","2-Arachidonylglycerol","HMDB0004666","5282280","52392","C13856",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC(CO)CO","1"
"HMDB0004673","11,12-Epoxyeicosatrienoic acid","HMDB0004673","5353269",NA,NA,"7069","CCCCC/C=C/CC1OC1C/C=C\C/C=C/CCCC(=O)O","1"
"HMDB0004701","9,10-Epoxyoctadecenoic acid","HMDB0004701","6246154",NA,"C14825",NA,"CCCCC/C=C\CC1C(O1)CCCCCCCC(=O)O","1"
"HMDB0004702","12,13-EpOME","HMDB0004702","5356421","38299","C14826",NA,"CCCCCC1C(O1)C/C=C\CCCCCCCC(=O)O","1"
"HMDB0004704","9,10-DHOME","HMDB0004704","9966640","72663","C14828",NA,"CCCCC/C=C\CC(C(CCCCCCCC(=O)O)O)O","1"
"HMDB0004705","12,13-DHOME","HMDB0004705","10236635","72665","C14829",NA,"CCCCCC(C(C/C=C\CCCCCCCC(=O)O)O)O","1"
"HMDB0004936","Ganglioside GM2 (d18:1/12:0)","HMDB0004936","20057332",NA,"C04884","7189","CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O[C@@]4(C[C@@H]([C@H](C(O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)NC(=O)CCCCCCCCCCC)O","1"
"HMDB0005060","Eicosadienoic acid","HMDB0005060","6439848","603631","C16525",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O","1"
"HMDB0005065","Oleoylcarnitine","HMDB0005065","46907933","84651",NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB0005066","Tetradecanoylcarnitine","HMDB0005066","53477791","84634",NA,NA,"CCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB0005070","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0005073","Leukotriene B5","HMDB0005073","5283125","88493",NA,NA,"CC/C=C\C/C=C\C[C@H](/C=C/C=C/C=C\[C@H](CCCC(=O)O)O)O","1"
"HMDB0005082","Lipoxin B4","HMDB0005082","5280915","6499","C06315",NA,"CCCCC[C@@H]([C@@H](/C=C/C=C/C=C\C=C\[C@H](CCCC(=O)O)O)O)O","1"
"HMDB0005086","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0005087","6-trans-Leukotriene B4","HMDB0005087","5283128","63981","C02165",NA,"CCCCC/C=C\C[C@H](/C=C/C=C/C=C/[C@H](CCCC(=O)O)O)O","1"
"HMDB0005100","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0005102","Prostaglandin D1","HMDB0005102","5280936","27696","C06438",NA,"CCCCC[C@@H](/C=C/[C@@H]1[C@H]([C@H](CC1=O)O)CCCCCCC(=O)O)O","1"
"HMDB0005175","Homovanillin","HMDB0005175","151276","28111","C05581",NA,"COC1=C(O)C=CC(CC=O)=C1","1"
"HMDB0005199","(R)-Salsolinol","HMDB0005199","54456","123715","C09642",NA,"CC1NCCC2=C1C=C(O)C(O)=C2","1"
"HMDB0005869","3,3'-Diiodothyronine","HMDB0005869","53477796","35430",NA,NA,"N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C=C1)C(O)=O","1"
"HMDB0005896","4-Hydroxyestradiol","HMDB0005896","5282360",NA,"C14209",NA,"C[C@]12CCC3C(C1CC[C@@H]2O)CCC4=C3C=CC(=C4O)O","1"
"HMDB0006044","Norsalsolinol","HMDB0006044","36937","110006",NA,NA,"OC1=C(O)C=C2CNCCC2=C1","1"
"HMDB0006059","20-Carboxy-leukotriene B4","HMDB0006059","5280877","27562","C05950",NA,"C(CCC(=O)O)C/C=C\C[C@H](/C=C/C=C/C=C\[C@H](CCCC(=O)O)O)O","1"
"HMDB0006111","12-HETE","HMDB0006111","5312983",NA,"C14777",NA,"CCCCC/C=C\CC(/C=C\C=C/C/C=C/CCCC(=O)O)O","1"
"HMDB0006112","Malondialdehyde","HMDB0006112","10964","566274","C19440",NA,"O=CCC=O","1"
"HMDB0006203","5-alpha-Dihydrotestosterone glucuronide","HMDB0006203","44263365","89417",NA,NA,"C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)C","1"
"HMDB0006210","Heptadecanoyl carnitine","HMDB0006210","53477803","131887",NA,NA,"CCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB0006211","2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine","HMDB0006211","22833657","18413","C04640","3442","O[C@@H]1[C@H](O)[C@@H](OP(O)(O)=O)O[C@H]1NC(=N)NC=O","1"
"HMDB0006212","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0006213","(S)-Propane-1,2-diol","HMDB0006213","439846","29002","C02917","3220","C[C@H](O)CO","1"
"HMDB0006219","13-cis-Retinoic acid","HMDB0006219","5282379","6067","C07058",NA,"CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C","1"
"HMDB0006220","13-cis-Retinal","HMDB0006220","6436079","45487","C00376",NA,"CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C=O)/C)/C","1"
"HMDB0006224","17-beta-Estradiol-3-glucuronide","HMDB0006224","13783824","36489","C05503",NA,"C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)OC5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O","1"
"HMDB0006225","Ercalcitriol","HMDB0006225","9547243","86320",NA,NA,"C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C","1"
"HMDB0006227","1-a,24R,25-Trihydroxyvitamin D2","HMDB0006227","9547253",NA,NA,NA,"C[C@H](/C=C/[C@](C)(C(C)(C)O)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C","1"
"HMDB0006229","5-Diphosphoinositol pentakisphosphate","HMDB0006229",NA,"30164","C11526",NA,"OP(O)(=O)O[C@@H]1[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(=O)OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O","1"
"HMDB0006235","1D-Myo-inositol 3,4-bisphosphate","HMDB0006235","440211","28858","C04063",NA,"O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O","1"
"HMDB0006236","Phenylacetaldehyde","HMDB0006236","998","16424","C00601",NA,"O=CCC1=CC=CC=C1","1"
"HMDB0006239","S-aminomethyldihydrolipoamide","HMDB0006239","24906333","50622",NA,NA,"C(CCC(=O)N)CC(CCSCN)S","1"
"HMDB0006240","Demethylated antipyrine","HMDB0006240","70335","31530","C13008",NA,"CC1=CC(=O)N(N1)C1=CC=CC=C1","1"
"HMDB0006242","3,4-Dihydroxymandelaldehyde","HMDB0006242","151725","27852","C05577",NA,"OC(C=O)C1=CC(O)=C(O)C=C1","1"
"HMDB0006245","18-Hydroxyarachidonic acid","HMDB0006245","11141754","91132",NA,NA,"CC[C@H](CC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O)O","1"
"HMDB0006247","25-Hydroxycholesterol","HMDB0006247","53477807","37616","C15519","3899","C[C@H](CCCC(C)(C)O)[C@H]1CCC2[C@@]1(CCC3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C","1"
"HMDB0006248","gamma-Glutamylalanine","HMDB0006248","440103","50619","C03740",NA,"C[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O","1"
"HMDB0006254","4-Hydroxyretinoic acid","HMDB0006254","6438629","63795","C16677",NA,"CC1=C(C(CCC1O)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C","1"
"HMDB0006259","6beta-Hydroxytestosterone","HMDB0006259","65543","34477","C14497",NA,"C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)C[C@H](C4=CC(=O)CC[C@]34C)O","1"
"HMDB0006267","Clupanodonyl CoA","HMDB0006267","75955242",NA,NA,NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1[C@H]([C@H]([C@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)([O-])[O-])O","1"
"HMDB0006271","Zymosterol intermediate 2","HMDB0006271","92746","18252","C05437",NA,"C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C","1"
"HMDB0006272","5-Amino-2-oxopentanoic acid","HMDB0006272","439402","49268","C01110",NA,"NCCCC(=O)C(=O)O","1"
"HMDB0006274","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0006278","5a-Dihydrotestosterone sulfate","HMDB0006278","18665256","138026",NA,NA,"C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4OS(=O)(=O)O)C","1"
"HMDB0006281","7-a,27-Dihydroxycholesterol","HMDB0006281","440985","18431","C06341",NA,"C[C@H](CCCC(C)CO)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C=C4[C@@]3(CC[C@@H](C4)O)C)O)C","1"
"HMDB0006283","20alpha-Hydroxycholesterol","HMDB0006283","440711","1296","C05500",NA,"CC(C)CCC[C@](C)([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)O","1"
"HMDB0006290","Alpha-Linolenoyl-CoA","HMDB0006290","53477815","51985","C16162",NA,"CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@](O)([H])C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H]([C@@H](O)C1OP(=O)(O)O)N1C=NC2=C1N=CN=C2N","1"
"HMDB0006294","16-Hydroxy hexadecanoic acid","HMDB0006294","7058075","55329","C18218",NA,"C(CCCCCCCC(=O)[O-])CCCCCCCO","1"
"HMDB0006320","2,6 Dimethylheptanoyl carnitine","HMDB0006320","53477823","84095",NA,NA,"CC(C)CCCC(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB0006327","Alpha-Tocotrienol","HMDB0006327","5282347","33270","C14153",NA,"CC1=C(C(=C2CC[C@@](OC2=C1C)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)C)O","1"
"HMDB0006328","D-Tagatose 1-phosphate","HMDB0006328","6101730",NA,NA,NA,"OC[C@@H](O)[C@H](O)[C@H](O)C(=O)COP(O)(O)=O","1"
"HMDB0006330","D-Mannose 1-phosphate","HMDB0006330","439279","18205","C00636","6245","OC[C@H]1O[C@H](OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB0006334","3-Dehydro-L-gulonate","HMDB0006334","439273","16142","C00618",NA,"OC[C@H](O)[C@@H](O)C(=O)[C@H](O)C(O)=O","1"
"HMDB0006335","Beta-tocopherol","HMDB0006335","6857447","47771","C14152",NA,"CC1=CC(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)O","1"
"HMDB0006344","Phenylacetylglutamine","HMDB0006344","92258","17884","C04148",NA,"NC(=O)CC[C@H](NC(=O)CC1=CC=CC=C1)C(O)=O","1"
"HMDB0006345","L-Citramalyl-CoA","HMDB0006345","53477827",NA,"C01011",NA,"C[C@](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1C([C@@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)(C(=O)O)O","1"
"HMDB0006349","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0006355","Glucuronolactone","HMDB0006355","439782","18268","C02670",NA,"O[C@@H]1O[C@@H]2[C@@H](O)C(=O)O[C@@H]2[C@H]1O","1"
"HMDB0006356","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0006368","Gamma-linolenoyl-CoA","HMDB0006368","11966132","15508","C03035",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0006369","ADP-Mannose","HMDB0006369","440940","28845","C06192",NA,"NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)C2=NC=N1","1"
"HMDB0006402","3-Oxohexadecanoyl-CoA","HMDB0006402","440601","15491","C05259",NA,"CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0006404","Decanoyl-CoA (n-C10:0CoA)","HMDB0006404","440615","28493","C05274",NA,"CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0006408","4-Hydroxy tolbutamide","HMDB0006408","3656","63799",NA,NA,"CCCCNC(=O)NS(=O)(=O)C1=CC=C(CO)C=C1","1"
"HMDB0006409","Tyramine-O-sulfate","HMDB0006409","153005","133530",NA,NA,"NCCC1=CC=C(OS(O)(=O)=O)C=C1","1"
"HMDB0006454","L-2-Amino-3-oxobutanoic acid","HMDB0006454","440033","40673","C03508",NA,"CC(=O)[C@@H](C(=O)O)N","1"
"HMDB0006464","Elaidic carnitine","HMDB0006464","53477837","86038",NA,NA,"CCCCCCCC/C=C/CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB0006468","4-Hydroxydebrisoquine","HMDB0006468","107669","63800",NA,NA,"NC(=N)N1CC(O)C2=C(C1)C=CC=C2","1"
"HMDB0006476","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB000648","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0006480","N-Acetyl-D-galactosamine 1-phosphate","HMDB0006480","22833661","55404",NA,NA,"CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)OC1OP(O)(O)=O","1"
"HMDB0006492","4-Nitrophenyl sulfate","HMDB0006492","80349","35422",NA,NA,"OS(=O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O","1"
"HMDB0006498","3-Oxooctadecanoyl-CoA","HMDB0006498","22833663",NA,"C16216",NA,"CCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0006500","Previtamin D3","HMDB0006500","11199982",NA,"C07711",NA,"CC1=C(C[C@H](CC1)O)/C=C\C2=CCC[C@]3(C2CC[C@@H]3[C@H](C)CCCC(C)C)C","1"
"HMDB0006503","Phenylacetyl-CoA","HMDB0006503","165620","15537","C00582",NA,"CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O","1"
"HMDB0006506","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0006511","2,3-Diketo-L-gulonate","HMDB0006511","53477844","15622","C04575",NA,"C([C@@H](C(C(=O)C(=O)C(=O)O)O)O)O","1"
"HMDB0006512","3-Mercaptolactate-cysteine disulfide","HMDB0006512","193536","140723",NA,NA,"N[C@@H](CSSCC(O)C(O)=O)C(O)=O","1"
"HMDB0006516","Tetracosatetraenoyl CoA","HMDB0006516","53477846",NA,"C16171",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@@H](C([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0006523","Arachidonyl-CoA","HMDB0006523","16061152",NA,"C02249",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@@H](C([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0006525","(+)-a-Pinene","HMDB0006525","6654","36740","C06306",NA,"CC1=CCC2CC1C2(C)C","1"
"HMDB0006527","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0006528","Docosapentaenoic acid","HMDB0006528","5497182","53488","C16513","194","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O","1"
"HMDB0006529","trans-Octadec-2-enoyl-CoA","HMDB0006529","53477850",NA,"C16218",NA,"CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@@H](C([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0006532","Palmitoleyl CoA","HMDB0006532","6115728",NA,NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0006533","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0006534","D-Xylulose 1-phosphate","HMDB0006534","151020","71687",NA,NA,"OC[C@@H](O)[C@H](O)C(=O)COP(O)(O)=O","1"
"HMDB0006535","Beta-1,4-mannose-N-acetylglucosamine","HMDB0006535","70698368","71553",NA,NA,"CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H]1O","1"
"HMDB0006537","(a-D-mannosyl)2-b-D-mannosyl-N-acetylglucosamine","HMDB0006537","53477854",NA,NA,NA,"CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O[C@@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]4O)[C@H]3O)[C@H]2O)[C@@H]1O","1"
"HMDB0006543","Debrisoquine","HMDB0006543","2966","34665","C13650",NA,"NC(=N)N1CCC2=CC=CC=C2C1","1"
"HMDB0006547","Stearidonic acid","HMDB0006547","5312508","32389","C16300",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O","1"
"HMDB0006555","dIMP","HMDB0006555","91531","28806","C06196",NA,"O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=NC2=C1NC=NC2=O","1"
"HMDB0006556","L-4-Hydroxyglutamate semialdehyde","HMDB0006556","440851","27809","C05938",NA,"N[C@@H](C[C@@H](O)C=O)C(O)=O","1"
"HMDB0006559","Heptaglutamyl folic acid","HMDB0006559","53477856","89846",NA,NA,"N[C@@H](CCC(O)=O)C(=O)OC(=O)C(N(C(=O)[C@@H](N)CCC(O)=O)C(=O)C1=CC=C(NCC2=NC3=C(N=C2)N=C(N)NC3=O)C=C1)(C(=O)[C@@H](N)CCC(O)=O)C(C(=O)[C@@H](N)CCC(O)=O)(C(=O)[C@@H](N)CCC(O)=O)C(C(O)=O)(C(=O)[C@@H](N)CCC(O)=O)C(=O)[C@@H](N)CCC(O)=O","1"
"HMDB0006560","Tachysterol 3","HMDB0006560","5283713",NA,NA,NA,"CC1=C(C[C@H](CC1)O)/C=C/C2=CCC[C@]3([C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C","1"
"HMDB0006766","Estriol-16-Glucuronide","HMDB0006766","122281","766","C05504",NA,"C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)CCC5=C3C=CC(=C5)O","1"
"HMDB0006793","NA","NA","NA","NA","NA","NA","NA","0"
