metabs,BIGG,HMDB_comp,name,formula,formula_det,inchi,super_class,class,sub_class,CID
HMDB0000036,tchola_e,HMDB0000036_e,Taurocholic acid,C26H45NO7S,[H]O[C@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])(C1([H])[H])C([H])([H])[C@@]([H])(O[H])C1([H])C3([H])C([H])([H])C([H])([H])C([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S(=O)(=O)O[H])[C@@]3(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])C21[H],"InChI=1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16?,17-,18?,19?,20?,21-,22+,24?,25+,26-/m1/s1",Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,NA
HMDB0000036,tchola_c,HMDB0000036_c,Taurocholic acid,C26H45NO7S,[H]O[C@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])(C1([H])[H])C([H])([H])[C@@]([H])(O[H])C1([H])C3([H])C([H])([H])C([H])([H])C([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S(=O)(=O)O[H])[C@@]3(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])C21[H],"InChI=1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16?,17-,18?,19?,20?,21-,22+,24?,25+,26-/m1/s1",Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,NA
HMDB0000036,tchola_x,HMDB0000036_x,Taurocholic acid,C26H45NO7S,[H]O[C@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])(C1([H])[H])C([H])([H])[C@@]([H])(O[H])C1([H])C3([H])C([H])([H])C([H])([H])C([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S(=O)(=O)O[H])[C@@]3(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])C21[H],"InChI=1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16?,17-,18?,19?,20?,21-,22+,24?,25+,26-/m1/s1",Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,NA
HMDB0000037,aldstrn_e,HMDB0000037_e,Aldosterone,C21H28O5,[H]OC([H])([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@]12C([H])=O,"InChI=1S/C21H28O5/c1-20-7-6-13(24)8-12(20)2-3-14-15-4-5-16(18(26)10-22)21(15,11-23)9-17(25)19(14)20/h8,11,14-17,19,22,25H,2-7,9-10H2,1H3/t14-,15-,16+,17-,19+,20-,21+/m0/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,5839
HMDB0000037,aldstrn_m,HMDB0000037_m,Aldosterone,C21H28O5,[H]OC([H])([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@]12C([H])=O,"InChI=1S/C21H28O5/c1-20-7-6-13(24)8-12(20)2-3-14-15-4-5-16(18(26)10-22)21(15,11-23)9-17(25)19(14)20/h8,11,14-17,19,22,25H,2-7,9-10H2,1H3/t14-,15-,16+,17-,19+,20-,21+/m0/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,5839
HMDB0000037,aldstrn_c,HMDB0000037_c,Aldosterone,C21H28O5,[H]OC([H])([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@]12C([H])=O,"InChI=1S/C21H28O5/c1-20-7-6-13(24)8-12(20)2-3-14-15-4-5-16(18(26)10-22)21(15,11-23)9-17(25)19(14)20/h8,11,14-17,19,22,25H,2-7,9-10H2,1H3/t14-,15-,16+,17-,19+,20-,21+/m0/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,5839
HMDB0000038,CE2705_n,HMDB0000038_n,Quinonoid Dihydrobiopterin,C9H13N5O3,[H]OC([H])(C1=NC2=C(N([H])C(=NC2=O)N([H])[H])N([H])C1([H])[H])C([H])(O[H])C([H])([H])[H],"InChI=1S/C9H13N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3,6,15-16H,2H2,1H3,(H4,10,11,13,14,17)",Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives,NA
HMDB0000038,CE2705_c,HMDB0000038_c,Quinonoid Dihydrobiopterin,C9H13N5O3,[H]OC([H])(C1=NC2=C(N([H])C(=NC2=O)N([H])[H])N([H])C1([H])[H])C([H])(O[H])C([H])([H])[H],"InChI=1S/C9H13N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3,6,15-16H,2H2,1H3,(H4,10,11,13,14,17)",Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives,NA
HMDB0000038,CE2705_e,HMDB0000038_e,Quinonoid Dihydrobiopterin,C9H13N5O3,[H]OC([H])(C1=NC2=C(N([H])C(=NC2=O)N([H])[H])N([H])C1([H])[H])C([H])(O[H])C([H])([H])[H],"InChI=1S/C9H13N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3,6,15-16H,2H2,1H3,(H4,10,11,13,14,17)",Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives,NA
HMDB0000039,but_m,HMDB0000039_m,Butyrate,C4H7O2,[H]C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,264
HMDB0000039,but_m,HMDB0000039_m,Butyrate,C4H7O2,[H]C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,104775
HMDB0000039,but_c,HMDB0000039_c,Butyrate,C4H7O2,[H]C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,264
HMDB0000039,but_c,HMDB0000039_c,Butyrate,C4H7O2,[H]C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,104775
HMDB0000039,but_e,HMDB0000039_e,Butyrate,C4H7O2,[H]C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,264
HMDB0000039,but_e,HMDB0000039_e,Butyrate,C4H7O2,[H]C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,104775
HMDB0000042,ac_c,HMDB0000042_c,Acetate,C2H3O2,[H]C([H])([H])C([O-])=O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,175
HMDB0000042,ac_c,HMDB0000042_c,Acetate,C2H3O2,[H]C([H])([H])C([O-])=O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,176
HMDB0000042,ac_x,HMDB0000042_x,Acetate,C2H3O2,[H]C([H])([H])C([O-])=O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,175
HMDB0000042,ac_x,HMDB0000042_x,Acetate,C2H3O2,[H]C([H])([H])C([O-])=O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,176
HMDB0000042,ac_g,HMDB0000042_g,Acetate,C2H3O2,[H]C([H])([H])C([O-])=O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,175
HMDB0000042,ac_g,HMDB0000042_g,Acetate,C2H3O2,[H]C([H])([H])C([O-])=O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,176
HMDB0000042,ac_e,HMDB0000042_e,Acetate,C2H3O2,[H]C([H])([H])C([O-])=O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,175
HMDB0000042,ac_e,HMDB0000042_e,Acetate,C2H3O2,[H]C([H])([H])C([O-])=O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,176
HMDB0000042,ac_m,HMDB0000042_m,Acetate,C2H3O2,[H]C([H])([H])C([O-])=O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,175
HMDB0000042,ac_m,HMDB0000042_m,Acetate,C2H3O2,[H]C([H])([H])C([O-])=O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,176
HMDB0000043,glyb_c,HMDB0000043_c,Glycine Betaine,C5H11NO2,[H]C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([O-])=O,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000043,glyb_m,HMDB0000043_m,Glycine Betaine,C5H11NO2,[H]C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([O-])=O,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000043,glyb_e,HMDB0000043_e,Glycine Betaine,C5H11NO2,[H]C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([O-])=O,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000044,ascb_L_c,HMDB0000044_c,L-Ascorbate,C6H7O6,[H]OC1=C([O-])[C@]([H])(OC1=O)[C@@]([H])(O[H])C([H])([H])O[H],"InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/p-1/t2-,5+/m0/s1",Organoheterocyclic compounds,Dihydrofurans,Furanones,54670067
HMDB0000044,ascb_L_e,HMDB0000044_e,L-Ascorbate,C6H7O6,[H]OC1=C([O-])[C@]([H])(OC1=O)[C@@]([H])(O[H])C([H])([H])O[H],"InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/p-1/t2-,5+/m0/s1",Organoheterocyclic compounds,Dihydrofurans,Furanones,54670067
HMDB0000045,amp_m,HMDB0000045_m,Adenosine Monophosphate,C10H12N5O7P,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1",NA,NA,NA,6083
HMDB0000045,amp_e,HMDB0000045_e,Adenosine Monophosphate,C10H12N5O7P,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1",NA,NA,NA,6083
HMDB0000045,amp_x,HMDB0000045_x,Adenosine Monophosphate,C10H12N5O7P,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1",NA,NA,NA,6083
HMDB0000045,amp_c,HMDB0000045_c,Adenosine Monophosphate,C10H12N5O7P,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1",NA,NA,NA,6083
HMDB0000045,amp_g,HMDB0000045_g,Adenosine Monophosphate,C10H12N5O7P,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1",NA,NA,NA,6083
HMDB0000045,amp_r,HMDB0000045_r,Adenosine Monophosphate,C10H12N5O7P,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1",NA,NA,NA,6083
HMDB0000045,amp_l,HMDB0000045_l,Adenosine Monophosphate,C10H12N5O7P,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1",NA,NA,NA,6083
HMDB0000045,amp_n,HMDB0000045_n,Adenosine Monophosphate,C10H12N5O7P,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1",NA,NA,NA,6083
HMDB0000050,adn_m,HMDB0000050_m,Adenosine,C10H13N5O4,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1","Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,60961
HMDB0000050,adn_e,HMDB0000050_e,Adenosine,C10H13N5O4,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1","Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,60961
HMDB0000050,adn_l,HMDB0000050_l,Adenosine,C10H13N5O4,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1","Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,60961
HMDB0000050,adn_c,HMDB0000050_c,Adenosine,C10H13N5O4,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1","Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,60961
HMDB0000051,nh4_r,HMDB0000051_r,Ammonium,H4N,[H][N+]([H])([H])[H],InChI=1S/H3N/h1H3/p+1,Homogeneous non-metal compounds,Homogeneous other non-metal compounds,NA,222
HMDB0000051,nh4_n,HMDB0000051_n,Ammonium,H4N,[H][N+]([H])([H])[H],InChI=1S/H3N/h1H3/p+1,Homogeneous non-metal compounds,Homogeneous other non-metal compounds,NA,222
HMDB0000051,nh4_c,HMDB0000051_c,Ammonium,H4N,[H][N+]([H])([H])[H],InChI=1S/H3N/h1H3/p+1,Homogeneous non-metal compounds,Homogeneous other non-metal compounds,NA,222
HMDB0000051,nh4_e,HMDB0000051_e,Ammonium,H4N,[H][N+]([H])([H])[H],InChI=1S/H3N/h1H3/p+1,Homogeneous non-metal compounds,Homogeneous other non-metal compounds,NA,222
HMDB0000051,nh4_m,HMDB0000051_m,Ammonium,H4N,[H][N+]([H])([H])[H],InChI=1S/H3N/h1H3/p+1,Homogeneous non-metal compounds,Homogeneous other non-metal compounds,NA,222
HMDB0000051,nh4_x,HMDB0000051_x,Ammonium,H4N,[H][N+]([H])([H])[H],InChI=1S/H3N/h1H3/p+1,Homogeneous non-metal compounds,Homogeneous other non-metal compounds,NA,222
HMDB0000052,argsuc_e,HMDB0000052_e,L-Arginosuccinic Acid,C10H17N4O6,[H]N(C(N([H])C([H])(C([O-])=O)C([H])([H])C([O-])=O)=[N+]([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1S/C10H18N4O6/c11-5(8(17)18)2-1-3-13-10(12)14-6(9(19)20)4-7(15)16/h5-6H,1-4,11H2,(H,15,16)(H,17,18)(H,19,20)(H3,12,13,14)/p-1/t5-,6?/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",16950
HMDB0000052,argsuc_c,HMDB0000052_c,L-Arginosuccinic Acid,C10H17N4O6,[H]N(C(N([H])C([H])(C([O-])=O)C([H])([H])C([O-])=O)=[N+]([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1S/C10H18N4O6/c11-5(8(17)18)2-1-3-13-10(12)14-6(9(19)20)4-7(15)16/h5-6H,1-4,11H2,(H,15,16)(H,17,18)(H,19,20)(H3,12,13,14)/p-1/t5-,6?/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",16950
HMDB0000053,andrstndn_c,HMDB0000053_c,"Androst-4-Ene-3,17-Dione",C19H26O2,[H]C1=C2C([H])([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])C(=O)[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])C1=O,"InChI=1S/C19H26O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-16H,3-10H2,1-2H3/t14-,15-,16-,18-,19-/m0/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,6128
HMDB0000053,andrstndn_r,HMDB0000053_r,"Androst-4-Ene-3,17-Dione",C19H26O2,[H]C1=C2C([H])([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])C(=O)[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])C1=O,"InChI=1S/C19H26O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-16H,3-10H2,1-2H3/t14-,15-,16-,18-,19-/m0/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,6128
HMDB0000053,andrstndn_e,HMDB0000053_e,"Androst-4-Ene-3,17-Dione",C19H26O2,[H]C1=C2C([H])([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])C(=O)[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])C1=O,"InChI=1S/C19H26O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-16H,3-10H2,1-2H3/t14-,15-,16-,18-,19-/m0/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,6128
HMDB0000054,bilirub_r,HMDB0000054_r,Bilirubin,C33H34N4O6,[H]C([H])=C([H])C1=C(\C(N([H])C1=O)=C(/[H])C1=C(C(=C(N1[H])C([H])([H])C1=C(C(=C(N1[H])C(\[H])=C1/N([H])C(=O)C(=C1C([H])=C([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])[H])C([H])([H])[H],"InChI=1S/C33H36N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-14,34-35H,1-2,9-12,15H2,3-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)/p-2/b26-13-,27-14-",Organoheterocyclic compounds,Tetrapyrroles and derivatives,Bilirubins,NA
HMDB0000054,bilirub_e,HMDB0000054_e,Bilirubin,C33H34N4O6,[H]C([H])=C([H])C1=C(\C(N([H])C1=O)=C(/[H])C1=C(C(=C(N1[H])C([H])([H])C1=C(C(=C(N1[H])C(\[H])=C1/N([H])C(=O)C(=C1C([H])=C([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])[H])C([H])([H])[H],"InChI=1S/C33H36N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-14,34-35H,1-2,9-12,15H2,3-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)/p-2/b26-13-,27-14-",Organoheterocyclic compounds,Tetrapyrroles and derivatives,Bilirubins,NA
HMDB0000054,bilirub_c,HMDB0000054_c,Bilirubin,C33H34N4O6,[H]C([H])=C([H])C1=C(\C(N([H])C1=O)=C(/[H])C1=C(C(=C(N1[H])C([H])([H])C1=C(C(=C(N1[H])C(\[H])=C1/N([H])C(=O)C(=C1C([H])=C([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])[H])C([H])([H])[H],"InChI=1S/C33H36N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-14,34-35H,1-2,9-12,15H2,3-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)/p-2/b26-13-,27-14-",Organoheterocyclic compounds,Tetrapyrroles and derivatives,Bilirubins,NA
HMDB0000056,ala_B_e,HMDB0000056_e,Beta-Alanine,C3H7NO2,[H][N+]([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000056,ala_B_e,HMDB0000056_e,Beta-Alanine,C3H7NO2,[H][N+]([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",239
HMDB0000056,ala_B_m,HMDB0000056_m,Beta-Alanine,C3H7NO2,[H][N+]([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
